,u,i,ts,label,idx
17934,557,81,78620400.0,-1.0,17935
17935,6,1350,78620400.0,-1.0,17936
17936,81,557,78620400.0,-1.0,17937
17937,1569,31,78620400.0,-1.0,17938
17938,3741,41,78620400.0,-1.0,17939
17939,188,3773,78620400.0,-1.0,17940
17940,188,3730,78620400.0,-1.0,17941
17941,6,1185,78620400.0,-1.0,17942
17942,247,12,78706800.0,-1.0,17943
17943,12,247,78706800.0,-1.0,17944
17944,280,174,78706800.0,-1.0,17945
17945,30,266,78706800.0,-1.0,17946
17946,11,30,78706800.0,-1.0,17947
17947,965,597,78706800.0,-1.0,17948
17948,10,49,78706800.0,-1.0,17949
17949,597,965,78706800.0,-1.0,17950
17950,413,103,78706800.0,-1.0,17951
17951,83,3774,78706800.0,-1.0,17952
17952,103,413,78706800.0,-1.0,17953
17953,684,83,78706800.0,-1.0,17954
17954,174,280,78706800.0,-1.0,17955
17955,24,3741,78706800.0,-1.0,17956
17956,190,35,78706800.0,-1.0,17957
17957,83,24,78706800.0,-1.0,17958
17958,81,247,78706800.0,-1.0,17959
17959,3623,3227,78706800.0,-1.0,17960
17960,1425,1511,78706800.0,-1.0,17961
17961,246,101,78706800.0,-1.0,17962
17962,1980,2327,78706800.0,-1.0,17963
17963,49,10,78706800.0,-1.0,17964
17964,1568,3774,78706800.0,-1.0,17965
17965,1067,247,78706800.0,-1.0,17966
17966,247,1067,78706800.0,-1.0,17967
17967,247,81,78706800.0,-1.0,17968
17968,125,413,78706800.0,-1.0,17969
17969,413,125,78706800.0,-1.0,17970
17970,208,196,78793200.0,-1.0,17971
17971,572,58,78793200.0,-1.0,17972
17972,197,125,78793200.0,-1.0,17973
17973,196,208,78793200.0,-1.0,17974
17974,1036,877,78793200.0,-1.0,17975
17975,5,979,78793200.0,-1.0,17976
17976,58,572,78793200.0,-1.0,17977
17977,125,197,78793200.0,-1.0,17978
17978,18,454,78793200.0,-1.0,17979
17979,413,172,78793200.0,-1.0,17980
17980,877,1036,78793200.0,-1.0,17981
17981,2320,5,78793200.0,-1.0,17982
17982,174,580,78793200.0,-1.0,17983
17983,172,413,78793200.0,-1.0,17984
17984,95,413,78793200.0,-1.0,17985
17985,2353,3,78793200.0,-1.0,17986
17986,572,413,78793200.0,-1.0,17987
17987,413,572,78793200.0,-1.0,17988
17988,979,1954,78793200.0,-1.0,17989
17989,206,2657,78793200.0,-1.0,17990
17990,454,18,78793200.0,-1.0,17991
17991,3774,27,78793200.0,-1.0,17992
17992,201,145,78879600.0,-1.0,17993
17993,3483,7,78879600.0,-1.0,17994
17994,247,125,78879600.0,-1.0,17995
17995,596,197,78879600.0,-1.0,17996
17996,247,3230,78879600.0,-1.0,17997
17997,3230,247,78879600.0,-1.0,17998
17998,413,247,78879600.0,-1.0,17999
17999,506,145,78879600.0,-1.0,18000
18000,247,413,78879600.0,-1.0,18001
18001,3229,138,78879600.0,-1.0,18002
18002,7,3483,78879600.0,-1.0,18003
18003,3223,302,78879600.0,-1.0,18004
18004,125,247,78879600.0,-1.0,18005
18005,115,1569,78879600.0,-1.0,18006
18006,979,127,78879600.0,-1.0,18007
18007,6,3229,78879600.0,-1.0,18008
18008,145,201,78879600.0,-1.0,18009
18009,302,3223,78879600.0,-1.0,18010
18010,58,585,78879600.0,-1.0,18011
18011,1569,115,78879600.0,-1.0,18012
18012,585,58,78879600.0,-1.0,18013
18013,145,506,78879600.0,-1.0,18014
18014,216,3783,78879600.0,-1.0,18015
18015,216,11,78879600.0,-1.0,18016
18016,26,3483,78879600.0,-1.0,18017
18017,11,216,78879600.0,-1.0,18018
18018,3483,26,78879600.0,-1.0,18019
18019,31,174,78879600.0,-1.0,18020
18020,877,8,78966000.0,-1.0,18021
18021,557,6,78966000.0,-1.0,18022
18022,413,95,78966000.0,-1.0,18023
18023,106,596,78966000.0,-1.0,18024
18024,2318,598,78966000.0,-1.0,18025
18025,6,95,78966000.0,-1.0,18026
18026,6,557,78966000.0,-1.0,18027
18027,890,413,78966000.0,-1.0,18028
18028,81,229,78966000.0,-1.0,18029
18029,81,413,78966000.0,-1.0,18030
18030,413,890,78966000.0,-1.0,18031
18031,413,81,78966000.0,-1.0,18032
18032,229,81,78966000.0,-1.0,18033
18033,8,877,78966000.0,-1.0,18034
18034,596,106,78966000.0,-1.0,18035
18035,413,10,78966000.0,-1.0,18036
18036,95,6,78966000.0,-1.0,18037
18037,10,413,78966000.0,-1.0,18038
18038,30,119,78966000.0,-1.0,18039
18039,3483,119,78966000.0,-1.0,18040
18040,30,3774,79052400.0,-1.0,18041
18041,1855,206,79052400.0,-1.0,18042
18042,206,1855,79052400.0,-1.0,18043
18043,30,285,79052400.0,-1.0,18044
18044,18,194,79138800.0,-1.0,18045
18045,206,823,79138800.0,-1.0,18046
18046,823,206,79138800.0,-1.0,18047
18047,18,91,79138800.0,-1.0,18048
18048,194,18,79138800.0,-1.0,18049
18049,30,142,79138800.0,-1.0,18050
18050,1572,3483,79138800.0,-1.0,18051
18051,7,142,79138800.0,-1.0,18052
18052,3483,1572,79138800.0,-1.0,18053
18053,1573,10,79225200.0,-1.0,18054
18054,49,177,79225200.0,-1.0,18055
18055,81,1573,79225200.0,-1.0,18056
18056,30,1103,79225200.0,-1.0,18057
18057,30,256,79225200.0,-1.0,18058
18058,91,18,79225200.0,-1.0,18059
18059,1573,81,79225200.0,-1.0,18060
18060,229,62,79225200.0,-1.0,18061
18061,62,229,79225200.0,-1.0,18062
18062,413,1155,79225200.0,-1.0,18063
18063,2363,206,79225200.0,-1.0,18064
18064,10,1573,79225200.0,-1.0,18065
18065,308,11,79225200.0,-1.0,18066
18066,5,3231,79225200.0,-1.0,18067
18067,30,572,79225200.0,-1.0,18068
18068,206,2363,79225200.0,-1.0,18069
18069,3231,5,79225200.0,-1.0,18070
18070,572,30,79225200.0,-1.0,18071
18071,93,229,79225200.0,-1.0,18072
18072,1159,792,79311600.0,-1.0,18073
18073,115,3220,79311600.0,-1.0,18074
18074,26,975,79311600.0,-1.0,18075
18075,1563,975,79311600.0,-1.0,18076
18076,216,219,79311600.0,-1.0,18077
18077,975,1563,79311600.0,-1.0,18078
18078,3220,115,79311600.0,-1.0,18079
18079,307,246,79311600.0,-1.0,18080
18080,229,702,79311600.0,-1.0,18081
18081,6,1566,79311600.0,-1.0,18082
18082,33,208,79311600.0,-1.0,18083
18083,413,1857,79311600.0,-1.0,18084
18084,3704,12,79311600.0,-1.0,18085
18085,1857,413,79311600.0,-1.0,18086
18086,1566,6,79311600.0,-1.0,18087
18087,702,229,79311600.0,-1.0,18088
18088,12,3704,79311600.0,-1.0,18089
18089,219,216,79311600.0,-1.0,18090
18090,92,289,79398000.0,-1.0,18091
18091,289,92,79398000.0,-1.0,18092
18092,1372,413,79398000.0,-1.0,18093
18093,1575,1372,79398000.0,-1.0,18094
18094,1372,1575,79398000.0,-1.0,18095
18095,3232,12,79398000.0,-1.0,18096
18096,92,3623,79398000.0,-1.0,18097
18097,115,2364,79398000.0,-1.0,18098
18098,115,1574,79398000.0,-1.0,18099
18099,12,229,79398000.0,-1.0,18100
18100,22,24,79398000.0,-1.0,18101
18101,979,1176,79398000.0,-1.0,18102
18102,1574,115,79398000.0,-1.0,18103
18103,413,1372,79398000.0,-1.0,18104
18104,12,3232,79398000.0,-1.0,18105
18105,3623,92,79398000.0,-1.0,18106
18106,2364,115,79398000.0,-1.0,18107
18107,208,3,79484400.0,-1.0,18108
18108,115,3472,79484400.0,-1.0,18109
18109,1,783,79484400.0,-1.0,18110
18110,3472,115,79484400.0,-1.0,18111
18111,134,1373,79484400.0,-1.0,18112
18112,11,21,79484400.0,-1.0,18113
18113,24,126,79484400.0,-1.0,18114
18114,1566,27,79484400.0,-1.0,18115
18115,123,115,79484400.0,-1.0,18116
18116,821,1,79484400.0,-1.0,18117
18117,783,1,79484400.0,-1.0,18118
18118,24,494,79484400.0,-1.0,18119
18119,494,24,79484400.0,-1.0,18120
18120,334,187,79484400.0,-1.0,18121
18121,46,206,79484400.0,-1.0,18122
18122,1373,134,79484400.0,-1.0,18123
18123,334,157,79484400.0,-1.0,18124
18124,1373,5,79484400.0,-1.0,18125
18125,206,46,79484400.0,-1.0,18126
18126,5,2363,79484400.0,-1.0,18127
18127,2363,5,79484400.0,-1.0,18128
18128,891,1,79484400.0,-1.0,18129
18129,157,334,79484400.0,-1.0,18130
18130,5,1373,79484400.0,-1.0,18131
18131,187,334,79484400.0,-1.0,18132
18132,156,5,79484400.0,-1.0,18133
18133,5,988,79570800.0,-1.0,18134
18134,49,156,79570800.0,-1.0,18135
18135,988,5,79570800.0,-1.0,18136
18136,36,8,79570800.0,-1.0,18137
18137,63,24,79570800.0,-1.0,18138
18138,753,286,79570800.0,-1.0,18139
18139,156,49,79570800.0,-1.0,18140
18140,1,891,79657200.0,-1.0,18141
18141,891,893,79657200.0,-1.0,18142
18142,893,891,79657200.0,-1.0,18143
18143,63,3783,79657200.0,-1.0,18144
18144,891,93,79657200.0,-1.0,18145
18145,10,492,79657200.0,-1.0,18146
18146,61,46,79657200.0,-1.0,18147
18147,42,31,79657200.0,-1.0,18148
18148,93,891,79657200.0,-1.0,18149
18149,492,7,79657200.0,-1.0,18150
18150,115,492,79657200.0,-1.0,18151
18151,88,3235,79657200.0,-1.0,18152
18152,3235,88,79657200.0,-1.0,18153
18153,3520,5,79657200.0,-1.0,18154
18154,10,8,79657200.0,-1.0,18155
18155,435,127,79657200.0,-1.0,18156
18156,5,3520,79657200.0,-1.0,18157
18157,31,42,79657200.0,-1.0,18158
18158,492,115,79657200.0,-1.0,18159
18159,492,10,79657200.0,-1.0,18160
18160,7,492,79657200.0,-1.0,18161
18161,157,435,79743600.0,-1.0,18162
18162,3233,1,79743600.0,-1.0,18163
18163,815,1191,79743600.0,-1.0,18164
18164,3172,444,79743600.0,-1.0,18165
18165,1,3233,79743600.0,-1.0,18166
18166,435,157,79743600.0,-1.0,18167
18167,10,1044,79743600.0,-1.0,18168
18168,494,26,79743600.0,-1.0,18169
18169,1191,815,79743600.0,-1.0,18170
18170,30,3611,79743600.0,-1.0,18171
18171,505,61,79743600.0,-1.0,18172
18172,1187,12,79830000.0,-1.0,18173
18173,893,12,79830000.0,-1.0,18174
18174,815,3,79830000.0,-1.0,18175
18175,7,174,79830000.0,-1.0,18176
18176,31,154,79830000.0,-1.0,18177
18177,136,31,79830000.0,-1.0,18178
18178,172,12,79830000.0,-1.0,18179
18179,207,3211,79830000.0,-1.0,18180
18180,24,83,79830000.0,-1.0,18181
18181,1606,1988,79830000.0,-1.0,18182
18182,154,31,79830000.0,-1.0,18183
18183,31,136,79830000.0,-1.0,18184
18184,219,1789,79830000.0,-1.0,18185
18185,12,1187,79830000.0,-1.0,18186
18186,1789,219,79830000.0,-1.0,18187
18187,208,33,79830000.0,-1.0,18188
18188,12,893,79830000.0,-1.0,18189
18189,1571,138,79830000.0,-1.0,18190
18190,12,172,79830000.0,-1.0,18191
18191,435,3,79830000.0,-1.0,18192
18192,892,3554,79830000.0,-1.0,18193
18193,1,1570,79830000.0,-1.0,18194
18194,599,191,79916400.0,-1.0,18195
18195,92,976,79916400.0,-1.0,18196
18196,5,3236,79916400.0,-1.0,18197
18197,3,2903,79916400.0,-1.0,18198
18198,966,15,79916400.0,-1.0,18199
18199,3236,5,79916400.0,-1.0,18200
18200,6,1571,79916400.0,-1.0,18201
18201,3691,3,79916400.0,-1.0,18202
18202,3694,8,79916400.0,-1.0,18203
18203,1,821,79916400.0,-1.0,18204
18204,156,3783,79916400.0,-1.0,18205
18205,3,3691,79916400.0,-1.0,18206
18206,976,92,79916400.0,-1.0,18207
18207,435,1825,79916400.0,-1.0,18208
18208,6,56,79916400.0,-1.0,18209
18209,8,1566,79916400.0,-1.0,18210
18210,551,381,79916400.0,-1.0,18211
18211,12,3234,80002800.0,-1.0,18212
18212,1189,55,80002800.0,-1.0,18213
18213,815,3238,80002800.0,-1.0,18214
18214,123,136,80002800.0,-1.0,18215
18215,42,11,80002800.0,-1.0,18216
18216,115,2302,80002800.0,-1.0,18217
18217,11,42,80002800.0,-1.0,18218
18218,3234,12,80002800.0,-1.0,18219
18219,459,33,80002800.0,-1.0,18220
18220,33,459,80002800.0,-1.0,18221
18221,3238,815,80002800.0,-1.0,18222
18222,694,8,80002800.0,-1.0,18223
18223,2302,115,80002800.0,-1.0,18224
18224,1691,55,80002800.0,-1.0,18225
18225,136,123,80002800.0,-1.0,18226
18226,61,505,80089200.0,-1.0,18227
18227,7,289,80089200.0,-1.0,18228
18228,435,434,80089200.0,-1.0,18229
18229,979,3713,80089200.0,-1.0,18230
18230,102,289,80089200.0,-1.0,18231
18231,229,69,80089200.0,-1.0,18232
18232,289,102,80089200.0,-1.0,18233
18233,61,2366,80089200.0,-1.0,18234
18234,24,229,80089200.0,-1.0,18235
18235,8,694,80089200.0,-1.0,18236
18236,289,229,80089200.0,-1.0,18237
18237,1,290,80089200.0,-1.0,18238
18238,289,413,80089200.0,-1.0,18239
18239,184,3239,80089200.0,-1.0,18240
18240,413,289,80089200.0,-1.0,18241
18241,2366,61,80089200.0,-1.0,18242
18242,24,269,80089200.0,-1.0,18243
18243,229,289,80089200.0,-1.0,18244
18244,3239,184,80089200.0,-1.0,18245
18245,289,7,80089200.0,-1.0,18246
18246,61,884,80089200.0,-1.0,18247
18247,1189,144,80089200.0,-1.0,18248
18248,289,5,80089200.0,-1.0,18249
18249,1450,1755,80089200.0,-1.0,18250
18250,56,753,80175600.0,-1.0,18251
18251,5,890,80175600.0,-1.0,18252
18252,93,174,80175600.0,-1.0,18253
18253,61,3783,80175600.0,-1.0,18254
18254,1857,3242,80175600.0,-1.0,18255
18255,11,280,80175600.0,-1.0,18256
18256,3242,1857,80175600.0,-1.0,18257
18257,890,5,80175600.0,-1.0,18258
18258,290,1,80175600.0,-1.0,18259
18259,753,56,80175600.0,-1.0,18260
18260,72,115,80175600.0,-1.0,18261
18261,115,72,80175600.0,-1.0,18262
18262,280,11,80175600.0,-1.0,18263
18263,1210,13,80175600.0,-1.0,18264
18264,13,3241,80175600.0,-1.0,18265
18265,174,93,80175600.0,-1.0,18266
18266,975,12,80262000.0,-1.0,18267
18267,1187,3720,80262000.0,-1.0,18268
18268,5,1832,80262000.0,-1.0,18269
18269,115,1343,80262000.0,-1.0,18270
18270,334,10,80262000.0,-1.0,18271
18271,5,1359,80262000.0,-1.0,18272
18272,1832,5,80262000.0,-1.0,18273
18273,302,187,80262000.0,-1.0,18274
18274,3243,553,80262000.0,-1.0,18275
18275,12,975,80262000.0,-1.0,18276
18276,934,1202,80262000.0,-1.0,18277
18277,26,112,80262000.0,-1.0,18278
18278,302,334,80262000.0,-1.0,18279
18279,206,3612,80262000.0,-1.0,18280
18280,115,2136,80262000.0,-1.0,18281
18281,145,113,80262000.0,-1.0,18282
18282,376,509,80262000.0,-1.0,18283
18283,3612,206,80262000.0,-1.0,18284
18284,334,302,80262000.0,-1.0,18285
18285,1343,115,80262000.0,-1.0,18286
18286,10,334,80262000.0,-1.0,18287
18287,30,8,80262000.0,-1.0,18288
18288,553,113,80262000.0,-1.0,18289
18289,302,157,80262000.0,-1.0,18290
18290,553,3243,80262000.0,-1.0,18291
18291,115,3,80348400.0,-1.0,18292
18292,8,3757,80348400.0,-1.0,18293
18293,553,1561,80348400.0,-1.0,18294
18294,3,115,80348400.0,-1.0,18295
18295,396,8,80348400.0,-1.0,18296
18296,290,81,80348400.0,-1.0,18297
18297,1,1574,80348400.0,-1.0,18298
18298,1561,553,80348400.0,-1.0,18299
18299,553,2,80348400.0,-1.0,18300
18300,596,870,80348400.0,-1.0,18301
18301,81,3244,80434800.0,-1.0,18302
18302,81,1859,80434800.0,-1.0,18303
18303,203,42,80434800.0,-1.0,18304
18304,1,3245,80434800.0,-1.0,18305
18305,3244,81,80434800.0,-1.0,18306
18306,61,435,80434800.0,-1.0,18307
18307,2383,2641,80434800.0,-1.0,18308
18308,308,8,80434800.0,-1.0,18309
18309,42,203,80434800.0,-1.0,18310
18310,61,3612,80434800.0,-1.0,18311
18311,111,433,80434800.0,-1.0,18312
18312,61,206,80434800.0,-1.0,18313
18313,2359,979,80434800.0,-1.0,18314
18314,979,2359,80434800.0,-1.0,18315
18315,3612,61,80434800.0,-1.0,18316
18316,258,61,80434800.0,-1.0,18317
18317,56,112,80434800.0,-1.0,18318
18318,1036,3694,80521200.0,-1.0,18319
18319,93,3694,80521200.0,-1.0,18320
18320,8,396,80521200.0,-1.0,18321
18321,26,12,80521200.0,-1.0,18322
18322,3134,1,80521200.0,-1.0,18323
18323,97,115,80521200.0,-1.0,18324
18324,115,97,80521200.0,-1.0,18325
18325,95,3246,80521200.0,-1.0,18326
18326,111,26,80521200.0,-1.0,18327
18327,3246,95,80521200.0,-1.0,18328
18328,288,8,80521200.0,-1.0,18329
18329,26,111,80521200.0,-1.0,18330
18330,81,391,80521200.0,-1.0,18331
18331,11,3693,80521200.0,-1.0,18332
18332,115,208,80521200.0,-1.0,18333
18333,12,26,80521200.0,-1.0,18334
18334,219,115,80521200.0,-1.0,18335
18335,81,627,80521200.0,-1.0,18336
18336,627,81,80521200.0,-1.0,18337
18337,24,249,80521200.0,-1.0,18338
18338,391,81,80521200.0,-1.0,18339
18339,598,80,80521200.0,-1.0,18340
18340,338,3068,80521200.0,-1.0,18341
18341,80,598,80521200.0,-1.0,18342
18342,208,115,80521200.0,-1.0,18343
18343,115,219,80521200.0,-1.0,18344
18344,10,145,80607600.0,-1.0,18345
18345,692,156,80607600.0,-1.0,18346
18346,30,314,80607600.0,-1.0,18347
18347,13,1523,80607600.0,-1.0,18348
18348,2225,692,80607600.0,-1.0,18349
18349,55,1763,80607600.0,-1.0,18350
18350,10,177,80607600.0,-1.0,18351
18351,136,891,80607600.0,-1.0,18352
18352,219,72,80607600.0,-1.0,18353
18353,10,113,80607600.0,-1.0,18354
18354,501,3773,80607600.0,-1.0,18355
18355,289,156,80607600.0,-1.0,18356
18356,1523,13,80607600.0,-1.0,18357
18357,219,81,80607600.0,-1.0,18358
18358,1885,1972,80607600.0,-1.0,18359
18359,1018,3191,80607600.0,-1.0,18360
18360,156,692,80607600.0,-1.0,18361
18361,156,289,80607600.0,-1.0,18362
18362,5,314,80607600.0,-1.0,18363
18363,1859,81,80607600.0,-1.0,18364
18364,1859,5,80607600.0,-1.0,18365
18365,2318,244,80607600.0,-1.0,18366
18366,3241,13,80607600.0,-1.0,18367
18367,5,1859,80607600.0,-1.0,18368
18368,1,151,80694000.0,-1.0,18369
18369,112,56,80694000.0,-1.0,18370
18370,435,1190,80694000.0,-1.0,18371
18371,435,627,80694000.0,-1.0,18372
18372,585,1859,80694000.0,-1.0,18373
18373,1859,585,80694000.0,-1.0,18374
18374,627,435,80694000.0,-1.0,18375
18375,1190,435,80694000.0,-1.0,18376
18376,42,1065,80780400.0,-1.0,18377
18377,81,290,80780400.0,-1.0,18378
18378,5,81,80780400.0,-1.0,18379
18379,81,5,80780400.0,-1.0,18380
18380,1566,8,80780400.0,-1.0,18381
18381,435,115,80780400.0,-1.0,18382
18382,88,73,80780400.0,-1.0,18383
18383,95,136,80780400.0,-1.0,18384
18384,115,435,80780400.0,-1.0,18385
18385,692,2225,80780400.0,-1.0,18386
18386,136,95,80780400.0,-1.0,18387
18387,3245,1,80780400.0,-1.0,18388
18388,30,3758,80780400.0,-1.0,18389
18389,286,3758,80780400.0,-1.0,18390
18390,85,3758,80780400.0,-1.0,18391
18391,435,2368,80780400.0,-1.0,18392
18392,1065,42,80780400.0,-1.0,18393
18393,120,3691,80866800.0,-1.0,18394
18394,219,163,80866800.0,-1.0,18395
18395,100,177,80866800.0,-1.0,18396
18396,25,6,80866800.0,-1.0,18397
18397,3691,120,80866800.0,-1.0,18398
18398,100,3782,80866800.0,-1.0,18399
18399,5,8,80953200.0,-1.0,18400
18400,171,3248,80953200.0,-1.0,18401
18401,93,10,80953200.0,-1.0,18402
18402,81,1570,80953200.0,-1.0,18403
18403,115,216,80953200.0,-1.0,18404
18404,1570,81,80953200.0,-1.0,18405
18405,3249,553,80953200.0,-1.0,18406
18406,494,73,80953200.0,-1.0,18407
18407,73,494,80953200.0,-1.0,18408
18408,216,115,80953200.0,-1.0,18409
18409,553,3249,80953200.0,-1.0,18410
18410,3691,1190,81039600.0,-1.0,18411
18411,288,570,81039600.0,-1.0,18412
18412,42,3,81039600.0,-1.0,18413
18413,381,551,81039600.0,-1.0,18414
18414,1855,435,81039600.0,-1.0,18415
18415,893,136,81039600.0,-1.0,18416
18416,36,290,81039600.0,-1.0,18417
18417,136,893,81039600.0,-1.0,18418
18418,7,596,81039600.0,-1.0,18419
18419,3248,171,81039600.0,-1.0,18420
18420,290,36,81039600.0,-1.0,18421
18421,1190,3691,81039600.0,-1.0,18422
18422,1191,36,81039600.0,-1.0,18423
18423,36,1191,81039600.0,-1.0,18424
18424,262,259,81126000.0,-1.0,18425
18425,72,16,81126000.0,-1.0,18426
18426,1371,6,81126000.0,-1.0,18427
18427,72,3483,81126000.0,-1.0,18428
18428,259,262,81126000.0,-1.0,18429
18429,121,1,81126000.0,-1.0,18430
18430,262,93,81126000.0,-1.0,18431
18431,335,115,81126000.0,-1.0,18432
18432,72,219,81126000.0,-1.0,18433
18433,3623,6,81126000.0,-1.0,18434
18434,6,3623,81126000.0,-1.0,18435
18435,11,122,81126000.0,-1.0,18436
18436,892,20,81126000.0,-1.0,18437
18437,12,1350,81126000.0,-1.0,18438
18438,3483,72,81126000.0,-1.0,18439
18439,570,288,81126000.0,-1.0,18440
18440,892,372,81126000.0,-1.0,18441
18441,3623,3129,81126000.0,-1.0,18442
18442,1185,12,81126000.0,-1.0,18443
18443,12,1185,81126000.0,-1.0,18444
18444,16,72,81126000.0,-1.0,18445
18445,36,42,81126000.0,-1.0,18446
18446,115,335,81126000.0,-1.0,18447
18447,3,262,81126000.0,-1.0,18448
18448,115,163,81126000.0,-1.0,18449
18449,1,2368,81126000.0,-1.0,18450
18450,1,3247,81126000.0,-1.0,18451
18451,372,892,81126000.0,-1.0,18452
18452,227,3559,81212400.0,-1.0,18453
18453,892,8,81212400.0,-1.0,18454
18454,3,3559,81212400.0,-1.0,18455
18455,20,892,81212400.0,-1.0,18456
18456,494,1860,81212400.0,-1.0,18457
18457,3559,227,81212400.0,-1.0,18458
18458,3623,5,81212400.0,-1.0,18459
18459,5,3623,81212400.0,-1.0,18460
18460,49,3,81212400.0,-1.0,18461
18461,1860,494,81212400.0,-1.0,18462
18462,81,3250,81212400.0,-1.0,18463
18463,3250,81,81212400.0,-1.0,18464
18464,258,1048,81212400.0,-1.0,18465
18465,5,692,81298800.0,-1.0,18466
18466,1570,824,81298800.0,-1.0,18467
18467,692,5,81298800.0,-1.0,18468
18468,93,95,81298800.0,-1.0,18469
18469,115,2369,81298800.0,-1.0,18470
18470,174,177,81298800.0,-1.0,18471
18471,26,262,81298800.0,-1.0,18472
18472,93,262,81298800.0,-1.0,18473
18473,345,30,81298800.0,-1.0,18474
18474,1569,69,81298800.0,-1.0,18475
18475,174,262,81298800.0,-1.0,18476
18476,49,174,81298800.0,-1.0,18477
18477,3,103,81298800.0,-1.0,18478
18478,824,1570,81298800.0,-1.0,18479
18479,174,42,81298800.0,-1.0,18480
18480,614,941,81298800.0,-1.0,18481
18481,42,174,81298800.0,-1.0,18482
18482,519,49,81298800.0,-1.0,18483
18483,49,519,81298800.0,-1.0,18484
18484,103,3,81298800.0,-1.0,18485
18485,1192,5,81385200.0,-1.0,18486
18486,1576,3,81385200.0,-1.0,18487
18487,2369,115,81385200.0,-1.0,18488
18488,2370,1016,81385200.0,-1.0,18489
18489,553,3252,81385200.0,-1.0,18490
18490,3252,553,81385200.0,-1.0,18491
18491,3,1576,81385200.0,-1.0,18492
18492,3,43,81385200.0,-1.0,18493
18493,1,1860,81385200.0,-1.0,18494
18494,1016,2370,81385200.0,-1.0,18495
18495,3,891,81385200.0,-1.0,18496
18496,43,3,81385200.0,-1.0,18497
18497,433,2370,81471600.0,-1.0,18498
18498,2370,433,81471600.0,-1.0,18499
18499,26,760,81471600.0,-1.0,18500
18500,372,115,81471600.0,-1.0,18501
18501,115,49,81471600.0,-1.0,18502
18502,115,372,81471600.0,-1.0,18503
18503,191,553,81471600.0,-1.0,18504
18504,611,3507,81471600.0,-1.0,18505
18505,3033,3561,81471600.0,-1.0,18506
18506,72,262,81471600.0,-1.0,18507
18507,49,115,81471600.0,-1.0,18508
18508,262,72,81471600.0,-1.0,18509
18509,760,978,81471600.0,-1.0,18510
18510,553,191,81471600.0,-1.0,18511
18511,978,760,81471600.0,-1.0,18512
18512,73,227,81558000.0,-1.0,18513
18513,144,1193,81558000.0,-1.0,18514
18514,1193,144,81558000.0,-1.0,18515
18515,249,242,81558000.0,-1.0,18516
18516,262,892,81558000.0,-1.0,18517
18517,26,1663,81558000.0,-1.0,18518
18518,227,73,81558000.0,-1.0,18519
18519,172,262,81558000.0,-1.0,18520
18520,262,172,81558000.0,-1.0,18521
18521,892,262,81558000.0,-1.0,18522
18522,229,26,81644400.0,-1.0,18523
18523,26,816,81644400.0,-1.0,18524
18524,1,594,81644400.0,-1.0,18525
18525,26,229,81644400.0,-1.0,18526
18526,594,37,81644400.0,-1.0,18527
18527,259,3,81644400.0,-1.0,18528
18528,1571,8,81644400.0,-1.0,18529
18529,8,1571,81644400.0,-1.0,18530
18530,7,370,81644400.0,-1.0,18531
18531,594,1,81644400.0,-1.0,18532
18532,614,7,81730800.0,-1.0,18533
18533,614,201,81730800.0,-1.0,18534
18534,7,757,81730800.0,-1.0,18535
18535,3484,35,81730800.0,-1.0,18536
18536,172,5,81730800.0,-1.0,18537
18537,288,93,81730800.0,-1.0,18538
18538,93,3521,81730800.0,-1.0,18539
18539,335,1016,81730800.0,-1.0,18540
18540,1016,335,81730800.0,-1.0,18541
18541,3021,839,81730800.0,-1.0,18542
18542,85,882,81730800.0,-1.0,18543
18543,174,266,81730800.0,-1.0,18544
18544,372,5,81730800.0,-1.0,18545
18545,335,5,81730800.0,-1.0,18546
18546,5,1192,81730800.0,-1.0,18547
18547,93,288,81730800.0,-1.0,18548
18548,88,33,81817200.0,-1.0,18549
18549,206,979,81817200.0,-1.0,18550
18550,115,259,81817200.0,-1.0,18551
18551,26,172,81817200.0,-1.0,18552
18552,1691,30,81817200.0,-1.0,18553
18553,172,26,81817200.0,-1.0,18554
18554,259,115,81817200.0,-1.0,18555
18555,5,262,81817200.0,-1.0,18556
18556,30,1691,81817200.0,-1.0,18557
18557,1177,1,81817200.0,-1.0,18558
18558,979,206,81817200.0,-1.0,18559
18559,259,93,81817200.0,-1.0,18560
18560,93,259,81817200.0,-1.0,18561
18561,145,24,81903600.0,-1.0,18562
18562,262,73,81903600.0,-1.0,18563
18563,25,24,81903600.0,-1.0,18564
18564,5,557,81903600.0,-1.0,18565
18565,318,3783,81903600.0,-1.0,18566
18566,3251,115,81903600.0,-1.0,18567
18567,155,115,81903600.0,-1.0,18568
18568,73,262,81903600.0,-1.0,18569
18569,24,145,81903600.0,-1.0,18570
18570,36,24,81903600.0,-1.0,18571
18571,24,36,81903600.0,-1.0,18572
18572,115,3251,81903600.0,-1.0,18573
18573,824,220,81903600.0,-1.0,18574
18574,26,24,81903600.0,-1.0,18575
18575,115,155,81903600.0,-1.0,18576
18576,24,3727,81903600.0,-1.0,18577
18577,24,25,81903600.0,-1.0,18578
18578,115,5,81990000.0,-1.0,18579
18579,5,115,81990000.0,-1.0,18580
18580,12,1861,81990000.0,-1.0,18581
18581,12,116,81990000.0,-1.0,18582
18582,2371,372,81990000.0,-1.0,18583
18583,1861,12,81990000.0,-1.0,18584
18584,36,372,81990000.0,-1.0,18585
18585,825,12,81990000.0,-1.0,18586
